Date,Close
2015-01-02,62.3870735168457
2015-01-05,62.56825256347656
2015-01-06,62.7494010925293
2015-01-07,62.787109375
2015-01-08,62.68907165527344
2015-01-09,62.794708251953125
2015-01-12,62.877708435058594
2015-01-13,62.9380989074707
2015-01-14,63.081546783447266
2015-01-15,63.36081314086914
2015-01-16,63.1721305847168
2015-01-20,63.10415267944336
2015-01-21,62.98343276977539
2015-01-22,62.99847412109375
2015-01-23,63.202301025390625
2015-01-26,63.1268310546875
2015-01-27,63.164588928222656
2015-01-28,63.39100646972656
2015-01-29,63.323081970214844
2015-01-30,63.67027282714844
2015-02-02,63.59464645385742
2015-02-03,63.39800262451172
2015-02-04,63.420719146728516
2015-02-05,63.28456115722656
2015-02-06,62.87614059448242
2015-02-09,62.853458404541016
2015-02-10,62.73996353149414
2015-02-11,62.73996353149414
2015-02-12,62.77024459838867
2015-02-13,62.626548767089844
2015-02-17,62.376930236816406
2015-02-18,62.55087661743164
2015-02-19,62.497955322265625
2015-02-20,62.51307678222656
2015-02-23,62.641658782958984
2015-02-24,62.89883041381836
2015-02-25,62.95936584472656
2015-02-26,62.78539276123047
2015-02-27,62.838279724121094
2015-03-02,62.63521957397461
2015-03-03,62.55943298339844
2015-03-04,62.55943298339844
2015-03-05,62.59733581542969
2015-03-06,62.23358917236328
2015-03-09,62.309364318847656
2015-03-10,62.55182647705078
2015-03-11,62.62007141113281
2015-03-12,62.66551208496094
2015-03-13,62.60490417480469
2015-03-16,62.72613525390625
2015-03-17,62.77922439575195
2015-03-18,63.16569900512695
2015-03-19,62.976226806640625
2015-03-20,63.1429443359375
2015-03-23,63.17326354980469
2015-03-24,63.27938461303711
2015-03-25,63.18084716796875
2015-03-26,62.976226806640625
2015-03-27,63.03681945800781
2015-03-30,63.112648010253906
2015-03-31,63.18084716796875
2015-04-01,63.432273864746094
2015-04-02,63.348697662353516
2015-04-06,63.40190505981445
2015-04-07,63.43986129760742
2015-04-08,63.39427185058594
2015-04-09,63.257572174072266
2015-04-10,63.2271842956543
2015-04-13,63.242366790771484
2015-04-14,63.35633850097656
2015-04-15,63.4171142578125
2015-04-16,63.40190505981445
2015-04-17,63.50825881958008
2015-04-20,63.43986129760742
2015-04-21,63.36394500732422
2015-04-22,63.128414154052734
2015-04-23,63.24993896484375
2015-04-24,63.348697662353516
2015-04-27,63.30316162109375
2015-04-28,63.10564422607422
2015-04-29,62.90816879272461
2015-04-30,62.97649383544922
2015-05-01,62.785491943359375
2015-05-04,62.694175720214844
2015-05-05,62.59526824951172
2015-05-06,62.420196533203125
2015-05-07,62.549564361572266
2015-05-08,62.717037200927734
2015-05-11,62.38978576660156
2015-05-12,62.31365966796875
2015-05-13,62.283203125
2015-05-14,62.40497970581055
2015-05-15,62.65614700317383
2015-05-18,62.42782211303711
2015-05-19,62.29084396362305
2015-05-20,62.29084396362305
2015-05-21,62.48868179321289
2015-05-22,62.45065689086914
2015-05-26,62.60287094116211
2015-05-27,62.633296966552734
2015-05-28,62.640899658203125
2015-05-29,62.66374969482422
2015-06-01,62.45478057861328
2015-06-02,62.2794075012207
2015-06-03,62.004852294921875
2015-06-04,62.15742111206055
2015-06-05,61.913360595703125
2015-06-08,61.9896125793457
2015-06-09,61.806610107421875
2015-06-10,61.67697525024414
2015-06-11,61.96674728393555
2015-06-12,61.92100143432617
2015-06-15,61.928592681884766
2015-06-16,62.0887451171875
2015-06-17,62.11160659790039
2015-06-18,62.065879821777344
2015-06-19,62.24127197265625
2015-06-22,61.943878173828125
2015-06-23,61.79895782470703
2015-06-24,61.913360595703125
2015-06-25,61.82947540283203
2015-06-26,61.7150764465332
2015-06-29,62.027748107910156
2015-06-30,61.96674728393555
2015-07-01,61.816219329833984
2015-07-02,61.96903991699219
