Date,Close
2015-01-02,172.59286499023438
2015-01-05,169.4759063720703
2015-01-06,167.879638671875
2015-01-07,169.9716033935547
2015-01-08,172.9877471923828
2015-01-09,171.6015167236328
2015-01-12,170.2572784423828
2015-01-13,169.77835083007812
2015-01-14,168.75340270996094
2015-01-15,167.20745849609375
2015-01-16,169.40029907226562
2015-01-20,169.76156616210938
2015-01-21,170.61849975585938
2015-01-22,173.15582275390625
2015-01-23,172.2064208984375
2015-01-26,172.60968017578125
2015-01-27,170.33290100097656
2015-01-28,168.1484375
2015-01-29,169.7028045654297
2015-01-30,167.56874084472656
2015-02-02,169.64395141601562
2015-02-03,172.09718322753906
2015-02-04,171.44183349609375
2015-02-05,173.17262268066406
2015-02-06,172.69369506835938
2015-02-09,171.92076110839844
2015-02-10,173.7522735595703
2015-02-11,173.85305786132812
2015-02-12,175.52505493164062
2015-02-13,176.24755859375
2015-02-17,176.52479553222656
2015-02-18,176.54159545898438
2015-02-19,176.4155731201172
2015-02-20,177.47418212890625
2015-02-23,177.44898986816406
2015-02-24,177.95309448242188
2015-02-25,177.8018341064453
2015-02-26,177.59178161621094
2015-02-27,176.9868621826172
2015-03-02,178.1042938232422
2015-03-03,177.37332153320312
2015-03-04,176.6256103515625
2015-03-05,176.8188934326172
2015-03-06,174.33204650878906
2015-03-09,175.0545196533203
2015-03-10,172.21481323242188
2015-03-11,171.8115234375
2015-03-12,173.9959259033203
2015-03-13,172.92892456054688
2015-03-16,175.2393798828125
2015-03-17,174.71849060058594
2015-03-18,176.8188934326172
2015-03-19,176.01235961914062
2015-03-20,177.5659637451172
2015-03-23,177.2199249267578
2015-03-24,176.22410583496094
2015-03-25,173.64178466796875
2015-03-26,173.22824096679688
2015-03-27,173.6249542236328
2015-03-30,175.7430877685547
2015-03-31,174.20718383789062
2015-04-01,173.59112548828125
2015-04-02,174.2156219482422
2015-04-06,175.388671875
2015-04-07,174.9244384765625
2015-04-08,175.5152130126953
2015-04-09,176.2916259765625
2015-04-10,177.25372314453125
2015-04-13,176.45199584960938
2015-04-14,176.78956604003906
2015-04-15,177.5828094482422
2015-04-16,177.53219604492188
2015-04-17,175.48992919921875
2015-04-20,177.09332275390625
2015-04-21,176.88246154785156
2015-04-22,177.75160217285156
2015-04-23,178.1988983154297
2015-04-24,178.6123809814453
2015-04-27,177.86978149414062
2015-04-28,178.4351348876953
2015-04-29,177.70095825195312
2015-04-30,175.9203643798828
2015-05-01,177.82754516601562
2015-05-04,178.33389282226562
2015-05-05,176.2916259765625
2015-05-06,175.56591796875
2015-05-07,176.2663116455078
2015-05-08,178.58712768554688
2015-05-11,177.73472595214844
2015-05-12,177.20306396484375
2015-05-13,177.23684692382812
2015-05-14,179.08493041992188
2015-05-15,179.27906799316406
2015-05-18,179.83607482910156
2015-05-19,179.77699279785156
2015-05-20,179.65045166015625
2015-05-21,180.1736602783203
2015-05-22,179.74319458007812
2015-05-26,177.8106689453125
2015-05-27,179.4984893798828
2015-05-28,179.2959442138672
2015-05-29,178.1820068359375
2015-06-01,178.54486083984375
2015-06-02,178.36766052246094
