Date,BND,SPY,TSLA
2015-01-05,1.0029037440253856,0.9819404854334427,0.9579589718294728
2015-01-06,1.0058072434683185,0.9726913850407823,0.9633850787831436
2015-01-07,1.0064124627477995,0.9848125451881286,0.9618803381227732
2015-01-08,1.0048399810130642,1.0022878520695613,0.9603756626902263
2015-01-09,1.006533286479488,0.9942561457180885,0.9423190356770755
2015-01-12,1.0078636927315536,0.9864671224924735,0.9220281600255067
2015-01-13,1.008832544972751,0.9836926664430506,0.9313300390238499
2015-01-14,1.0111314977379484,0.9777541352055329,0.8786192391683165
2015-01-15,1.0156076623524564,0.9687973154737415,0.8748802498695281
2015-01-16,1.0125831557409952,0.9815021528512925,0.8803519510718268
2015-01-20,1.011494396952307,0.9835955047835542,0.8751538153612959
2015-01-21,1.009558037673402,0.9885605628338884,0.8963111121924434
2015-01-22,1.0097995016999397,1.0032615904842048,0.9193378384451617
2015-01-23,1.0130663283765233,0.9977610381922241,0.9178331630126149
2015-01-26,1.0118574184578917,1.0000974268869567,0.9418174989421678
2015-01-27,1.0124625765917594,0.9869055434837771,0.9392184310869024
2015-01-28,1.016092180191475,0.9742493311405509,0.9090784149978074
2015-01-29,1.0150038494220792,0.9832547759066671,0.9356618187826257
2015-01-30,1.0205685282428225,0.9708904905876966,0.9283661519517371
2015-02-02,1.0193568056259836,0.9829139586206265,0.9618348091019687
2015-02-03,1.0162038320811835,0.9971280286544677,0.9956681550134008
2015-02-04,1.0165677707709664,0.9933310323377699,0.9965345109651559
2015-02-05,1.0143853615445335,1.003358928962008,1.0076603555920889
2015-02-06,1.0078391733406598,1.000583854048512,0.9911084692393085
2015-02-09,1.0074754180877166,0.9961059304329595,0.9916556002228443
2015-02-10,1.005655846930029,1.0067175926965555,0.9862294932691734
2015-02-11,1.005655846930029,1.0073018887908336,0.9703159916250084
2015-02-12,1.0061415265356983,1.0169890565381843,0.925083170367052
2015-02-13,1.0038381712863504,1.0211754067660943,0.9291413846340599
