Date,BND,SPY,TSLA
2015-01-05,0.002903744025385624,-0.0180595145665573,-0.04204102817052724
2015-01-06,0.0028950928344120275,-0.009419206693140558,0.005664237314159992
2015-01-07,0.0006017249163905447,0.0124614655108084,-0.0015619306272327549
2015-01-08,-0.001562462502145423,0.017744805310227152,-0.0015643062581811584
2015-01-09,0.0016851493754426183,-0.008013372939608687,-0.018801629106854012
2015-01-12,0.0013217707451274041,-0.007834020698951338,-0.021532914950603166
2015-01-13,0.0009612929289790628,-0.0028125175042962303,0.010088497728839352
2015-01-14,0.002278824941417179,-0.006036978255608005,-0.05659733676235856
2015-01-15,0.0044268867348329355,-0.009160605319156856,-0.004255528597720826
2015-01-16,-0.002978026578152715,0.013114030328767345,0.006254228739435819
2015-01-20,-0.001075229014541046,0.002132804218697215,-0.00590461088227523
2015-01-21,-0.001914354923506556,0.005047865739714608,0.024175518017267583
2015-01-22,0.00023917795463668234,0.014871145181204914,0.02569055090301542
2015-01-23,0.0032351240727332975,-0.0054826700674607265,-0.0016366947705445112
2015-01-26,-0.0011933176385093835,0.0023416315182698266,0.02613147671721605
2015-01-27,0.0005980666078329033,-0.01319059828425162,-0.0027596300325537504
2015-01-28,0.003584926182589321,-0.012824137453468776,-0.03209052877530916
2015-01-29,-0.001071094523324434,0.009243470309159507,0.02924214605280495
2015-01-30,0.00548242139565458,-0.012574854068284846,-0.007797333058199185
2015-02-02,-0.0011873015709442658,0.012383959004121925,0.0360511389604945
2015-02-03,-0.0030931009901522533,0.014461153907905144,0.0351758385028933
2015-02-04,0.00035813552192331954,-0.0038079325899820216,0.0008701251992371262
2015-02-05,-0.00214684085919592,0.010095221328823012,0.011164535201252157
2015-02-06,-0.006453354368113562,-0.002765784838698715,-0.016426056915829212
2015-02-09,-0.00036092589231029315,-0.004475310687289347,0.0005520394593698796
2015-02-10,-0.0018060700291242515,0.010653146356616627,-0.005471765552931385
2015-02-11,0.0,0.0005803972221376519,-0.016135698387415576
2015-02-12,0.00048294812499927176,0.009616945878041738,-0.04661658846022321
2015-02-13,-0.0022892954804069054,0.004116416200347528,0.004386864226918918
2015-02-17,-0.003985886974213759,0.0015729104782953307,0.0028462803614237586
2015-02-18,0.0027884499365418147,9.517034281203429e-05,0.0005383231478952588
2015-02-19,-0.0008464791195007537,-0.0007140121579994885,0.035459277020091884
2015-02-20,0.00024243973477378056,0.006000655620300721,0.025506564298148016
2015-02-23,0.00205633282837292,-0.0001418629110767622,-0.04500019733692018
2015-02-24,0.004105626637106452,0.002840670420576563,-0.015578320500655551
2015-02-25,0.0009626078521678405,-0.000849744287849119,-0.001714777553045277
2015-02-26,-0.0027628972467608204,-0.0011815569329707287,0.016833573717678796
2015-02-27,0.0008428918389866702,-0.003405892124639154,-0.0185820116516362
2015-03-02,-0.0032324416775477705,0.006313381465010703,-0.02955644716492234
2015-03-03,-0.0012099072806380784,-0.004103838482457878,0.011300918070464405
2015-03-04,0.0,-0.004215808516301434,0.014431779204036044
2015-03-05,0.0006062962367192615,0.0010940503152565562,-0.008940979178158281
2015-03-06,-0.005811627484221482,-0.014064376941663737,-0.03364400833280279
2015-03-09,0.001217654538075541,0.004144849786722471,-0.015473474370690798
2015-03-10,0.0038921842613599544,-0.016222270240944803,-0.0029337926038629503
2015-03-11,0.0010897942264811444,-0.002341517821345618,0.017969786081706296
